Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
55166.0,0.829558011768028,-1.14385173752172,0.690379459730138,0.787030546266344,-1.43189176772175,-0.308322151636266,-0.373961469886459,-0.136362154183212,-0.564206467754121,0.566145472704615,-0.82074881920048,0.35577899789883,0.937919606480641,-0.332590380125273,0.272574049878652,-1.44703078145272,-0.091666000115899,1.39516602937122,-1.19426025809483,-0.0120505798496137,-0.0894453551348795,-0.132322372951457,-0.273651051776545,0.388615736673459,0.457652799037838,-0.249708647833646,0.036478410249656,0.0775296799730232,0.6474249130895258
147013.0,-0.392029728812946,1.08372634403393,0.182925774272579,-0.525731352009959,-0.115621087940604,-1.15655964639949,0.615602373170062,0.30819578634366,-0.567615872779727,-0.484048424629339,1.18906885515022,1.35961113725644,0.245009573710328,0.588881142982036,-1.22245977847719,0.0457616106709502,-0.306836963736086,-0.438973450123926,-0.016202952287051,-0.112876108412581,-0.120033457494419,-0.337711074531135,0.19903667944368,0.549609255467772,-0.55471334770527,0.0868432081215422,0.118008519822113,0.0314246327413438,-0.3013548162155987
117666.0,-0.931004715807334,-1.54995092567749,-1.66936993266139,-2.6935752464515,3.02878815540091,2.82580479957233,-0.164582700459051,0.691944630061547,-1.18236516903861,0.370926894774459,-0.148962384766219,-0.952133196154512,-0.0058158103956584,0.0764756665642891,0.276838912653776,0.892103266477602,-0.167646530023921,-1.17051126714426,0.135565696238238,-0.0675856152677935,0.559906197132243,1.71755194318697,0.864475193342543,0.746228397018165,-0.585895263461436,-0.0887850340444664,0.259757589839957,0.170481670198477,-0.009677240950407194
110663.0,-1.27006482325059,-0.870353474894181,0.99166898012123,-1.19348066598406,-0.287558984003019,0.308854075763947,1.1524871890543,-0.201660822387121,-0.0901292614568484,-0.767963850643948,-1.1744138063047,-3.27571507618331,2.27562610345889,1.18452844934283,-0.724877149309583,-1.11521408466755,0.203267026254211,1.85780862880158,-0.660569733901377,0.368373689468226,-0.357337601896127,-0.953669426842834,0.382697019132448,-1.09648209331796,0.689059268057287,0.707497501452488,-0.158299860786869,0.0643385640476556,0.9764346653611743
164725.0,2.10237279999756,-0.279265694459892,-1.64440764449987,0.286656479387934,0.394248957665049,-0.195727779810725,0.0028417077264871,-0.153650777373337,0.922406907242944,0.03741771666339,-1.84955884690471,-0.082849304728493,-0.319470038695239,0.0690666740527978,-0.528325703916184,-0.263639254739352,-0.31157370622744,-0.229784248481173,0.423163633317712,-0.190460285240985,0.071854065549873,0.456003136315985,-0.0578982078253805,0.112991803257726,0.308646744411087,0.736254649951749,-0.0779345623786088,-0.0717181650813848,-0.3025912451549151
162261.0,2.05581295797292,0.006125559006852,-1.04737774593936,0.399898666195085,-0.0347924450951398,-1.10895798826341,0.22724363982405,-0.357766643024418,0.409925602871753,0.0399761710358667,-0.54403680141718,0.9158007560679,0.91972321397407,0.109779281870959,-0.0070534590461719,-0.204233893268316,-0.280845583465764,-1.06423207292162,0.0687174831369084,-0.177437782703528,-0.274048250583291,-0.604573764936671,0.337417420158692,0.0102724851248235,-0.284024805488592,0.198277108423604,-0.0617680373660031,-0.0588076550257783,-0.34813969188715205
157110.0,-0.454136909101578,0.799970729544325,1.3984615386632,0.747358414554766,0.0074376401054539,0.418479818453126,0.40457597525879,0.226689365411454,0.0380562092977218,-0.160222308199186,-1.36186401349585,-0.845787277023226,-0.772015555949304,0.112646698104832,1.23065060861211,0.120464769260542,-0.473497941005227,0.872937081814176,0.358278555006199,0.227373544645703,0.240353372121599,0.759538241766225,-0.162645675898336,0.541695422761646,0.0276527411609606,-0.376108908482483,0.415336397600254,0.222555830629461,-0.12434605387088109
38856.0,-0.596633608082306,0.414457896479291,1.70054084085622,-0.809394868241878,-0.0205586846179986,0.331602396308638,0.392793451399836,0.270193486998702,0.170429274785739,-0.867761313622603,-1.32536667996209,-0.847907775437285,-0.86190579907069,0.023692877210445,1.07113040076913,0.874001672163854,-0.856258546783958,0.0590828106503192,-1.111342797547,-0.0821913450501664,0.0935057241801791,0.105682458899072,-0.020852581787595,-0.792242150185699,-0.409637883312081,0.260474152031018,0.0768137598036199,0.12640507286761,-0.10579961978113488
3609.0,-0.395749021326322,1.00824777286775,1.28203546187965,0.526221343431864,0.860241360460984,0.317118081011989,0.614105096835704,0.148117335741773,0.340620532908348,-0.68889549603747,2.55341140738707,-1.76909693330326,1.35473449251678,2.0617937678233,-0.35856091798417,-0.593965738171508,0.704595274348726,-0.269960980738925,-0.778597602192548,-0.182279318171157,0.0034953074849061,0.274933373053539,-0.170922267303608,-0.348009387937134,0.0899686079310311,-0.395029931092853,0.0295076544338632,1.42869392877609e-05,-0.3375303338917273
153518.0,-1.05582919088131,0.765171802358821,2.04829213079972,2.78355982678713,1.73629654345327,2.82918229082535,1.06631761869886,0.182980978803758,-1.38916211094376,0.951229249717849,0.259233326312311,0.324990788750061,0.279201642606851,-0.724700119024492,-1.78006897504854,-0.520239759385885,-0.113684830310703,-1.02348069304246,-1.27721148765783,-0.0320989014830298,0.0799718278406709,0.855020088151551,-0.628452831440968,-1.5863920715044,0.632207568233649,0.38463880468038,-0.296209000289641,-0.454301263423612,0.04253196813234076
